Item;Tipo de resolución;N° de resolución;Año;Fecha;Organización Deportiva;Distrito;Provincia;Dpto;Base legal;Procedimiento;Afiliación;Disciplina;Lugar de registro;N° partida;Caja;PQTE;Observación 1;Observación 2
70;DIRECCION EJECUTIVA;238-DE-IPD-86;1986;30/09/1986;CLUB DEPORTIVO COSMOS F.C.;MALA;CAÑETE;LIMA;DL 20555, 21371, 22068 - DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE MALA;FUTBOL;LIBRO DE CLUBES RDIPD;0884-89-86;178;236-259;;
71;DIRECCION EJECUTIVA;239-DE-IPD-86;1986;30/09/1986;CLUB DEPORTIVO JUNIOR;MALA;CAÑETE;LIMA;DL 20555, 21371, 22068 - DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE MALA;FUTBOL;LIBRO DE CLUBES RDIPD;0885-89-86;178;236-259;;
72;DIRECCION EJECUTIVA;240-DE-IPD-86;1986;30/09/1986;CLUB DEPORTIVO ASOCIACION REAL;MALA;CAÑETE;LIMA;DL 20555, 21371, 22068 - DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE MALA;FUTBOL;LIBRO DE CLUBES RDIPD;0886-89-86;178;236-259;;
73;DIRECCION EJECUTIVA;241-DE-IPD-86;1986;30/09/1986;CLUB DEPORTIVO UNION CENTRAL;PARAMONGA;BARRANCA;LIMA;DL 20555, 21371, 22068 - DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE PARAMONGA;FUTBOL;LIBRO DE CLUBES RDIPD;0887-89-86;178;236-259;;
74;DIRECCION EJECUTIVA;242-DE-IPD-86;1986;30/09/1986;CLUB DEPORTIVO ASPIRACION;RIMAC;LIMA;LIMA;DL 20555, 21371, 22068 - DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE DEL RIMAC;FUTBOL;LIBRO DE CLUBES RDIPD;0888-89-86;178;236-259;;
75;DIRECCION EJECUTIVA;243-DE-IPD-86;1986;30/09/1986;CLUB DEPORTIVO VICTOR RAUL HAYA DE LA TORRES;RIMAC;LIMA;LIMA;DL 20555, 21371, 22068 - DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE DEL RIMAC;FUTBOL;LIBRO DE CLUBES RDIPD;0889-89-86;178;236-259;COPIA;
76;DIRECCION EJECUTIVA;244-DE-IPD-86;1986;30/09/1986;CLUB DEPORTIVO CARLOS PARSEJA PAZ SOLDAN;RIMAC;LIMA;LIMA;DL 20555, 21371, 22068 - DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE DEL RIMAC;FUTBOL;LIBRO DE CLUBES RDIPD;0890-89-86;178;236-259;;
77;DIRECCION EJECUTIVA;245-DE-IPD-86;1986;30/09/1986;CLUB DEPORTIVO JUVENTUD INDEPENDIENTE FLORES;SANTA CRUZ DE FLORES;CAÑETE;LIMA;DL 20555, 21371, 22068 - DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE SAN ANTONIO;FUTBOL;LIBRO DE CLUBES RDIPD;0891-90-86;178;236-259;;
78;DIRECCION EJECUTIVA;246-DE-IPD-86;1986;30/09/1986;CLUB DEPORTIVO JUVENTUD EL CARMEN;SAYAN;CHANCAY;LIMA;DL 20555, 21371, 22068 - DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE SAYAN;FUTBOL;LIBRO DE CLUBES RDIPD;0892-90-86;178;236-259;;
79;DIRECCION EJECUTIVA;247-DE-IPD-86;1986;30/09/1986;CLUB DEPORTIVO JUVENTUD PEDRO CARASSA VALDIVIA;SURQUILLO;LIMA;LIMA;DL 20555, 21371, 22068 - DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE SURQUILLO;FUTBOL;LIBRO DE CLUBES RDIPD;0893-90-86;178;236-259;;
80;DIRECCION EJECUTIVA;248-DE-IPD-86;1986;30/09/1986;CLUB DEPORTIVO CULTURAL INDOAMERICA;SURQUILLO;LIMA;LIMA;DL 20555, 21371, 22068 - DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE SURQUILLO;FUTBOL;LIBRO DE CLUBES RDIPD;0894-90-86;178;236-259;;
81;DIRECCION EJECUTIVA;249-DE-IPD-86;1986;30/09/1986;CLUB DEPORTIVO SANTA ROSA DE MACAS;SANTA ROSA DE QUIVES;LIMA;LIMA;DL 20555, 21371, 22068 - DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE SANTA ROSA DE QUIVES;FUTBOL;LIBRO DE CLUBES RDIPD;0895-90-86;178;236-259;;
82;DIRECCION EJECUTIVA;250-DE-IPD-86;1986;30/09/1986;CLUB DEPORTIVO PANAMERICANA FUTBOL CLUB ;SAN BORJA;LIMA;LIMA;DL 20555, 21371, 22068 - DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE SAN BORJA;FUTBOL;LIBRO DE CLUBES RDIPD;0896-90-86;178;236-259;;
83;DIRECCION EJECUTIVA;251-DE-IPD-86;1986;30/09/1986;CLUB DEPORTIVO UNION PRIMERA F.C.;SAN BORJA;LIMA;LIMA;DL 20555, 21371, 22068 - DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE SAN BORJA;FUTBOL;LIBRO DE CLUBES RDIPD;0897-90-86;178;236-259;;
84;DIRECCION EJECUTIVA;252-DE-IPD-86;1986;30/09/1986;CLUB DEPORTIVO ASCOLI;SAN BORJA SUR;LIMA;LIMA;DL 20555, 21371, 22068 - DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE SAN BORJA;FUTBOL;LIBRO DE CLUBES RDIPD;0898-90-86;178;236-259;;
85;DIRECCION EJECUTIVA;253-DE-IPD-86;1986;30/09/1986;CLUB DEPORTIVO INTERNACIONAL;SAN BORJA;LIMA;LIMA;DL 20555, 21371, 22068 - DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE SAN BORJA;FUTBOL;LIBRO DE CLUBES RDIPD;0899-90-86;178;236-259;;
86;DIRECCION EJECUTIVA;254-DE-IPD-86;1986;30/09/1986;CLUB DEPORTIVO SIXERS;SAN BORJA;LIMA;LIMA;DL 20555, 21371, 22068 - DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE SAN BORJA;FUTBOL;LIBRO DE CLUBES RDIPD;0900-90-86;178;236-259;;
87;DIRECCION EJECUTIVA;255-DE-IPD-86;1986;30/09/1986;CLUB DEPORTIVO CASA ALVARADO;SAN BORJA;LIMA;LIMA;DL 20555, 21371, 22068 - DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE SAN BORJA;FUTBOL;LIBRO DE CLUBES RDIPD;0901-91-86;178;236-259;;
88;DIRECCION EJECUTIVA;256-DE-IPD-86;1986;30/09/1986;CLUB DEPORTIVO SAN CARLOS;SAN BORJA;LIMA;LIMA;DL 20555, 21371, 22068 - DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE SAN BORJA;FUTBOL;LIBRO DE CLUBES RDIPD;0902-91-86;178;236-259;;
89;DIRECCION EJECUTIVA;257-DE-IPD-86;1986;30/09/1986;CLUB DEPORTIVO ATLETICO JAVIER PRADO;SAN BORJA;LIMA;LIMA;DL 20555, 21371, 22068 - DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE SAN BORJA;FUTBOL;LIBRO DE CLUBES RDIPD;0903-91-86;178;236-259;;
90;DIRECCION EJECUTIVA;258-DE-IPD-86;1986;30/09/1986;CLUB DEPORTIVO REAL SAN JUAN MACIAS;SAN BORJA;LIMA;LIMA;DL 20555, 21371, 22068 - DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE SAN BORJA;FUTBOL;LIBRO DE CLUBES RDIPD;0904-91-86;178;236-259;;
91;DIRECCION EJECUTIVA;259-DE-IPD-86;1986;30/09/1986;CLUB DEPORTIVO UNION ESPAÑOLA;SAN BORJA;LIMA;LIMA;DL 20555, 21371, 22068 - DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE SAN BORJA;FUTBOL;LIBRO DE CLUBES RDIPD;0905-91-86;178;236-259;;
92;DIRECCION EJECUTIVA;260-DE-IPD-86;1986;30/09/1987;CLUB DEPORTIVO LOS ANGELES;VILLA MARIA DEL TRIUNFO;LIMA;LIMA;DL 20555,21371,22068 - DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE SAN GABRIEL ALTO-VALLECITO;FUTBOL;LIBRO DE CLUBES RDIPD;0924-93-86;178;260-282;;
93;DIRECCION EJECUTIVA;261-DE-IPD-86;1986;30/09/1987;CLUB DEPORTIVO JUVENTUD AMERICA;VILLA MARIA DEL TRIUNFO;LIMA;LIMA;DL 20555,21371,22068 - DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA EXPERIMENTAL DE FUTBOL DE SAN GABRIEL ALTO VALLECITO;FUTBOL;LIBRO DE CLUBES RDIPD;0925-93-86;178;260-282;;
94;DIRECCION EJECUTIVA;262-DE-IPD-86;1986;30/09/1987;CLUB DEPORTIVO ATLETICO INDEPENDIENTE;VILLA MARIA DEL TRIUNFO;LIMA;LIMA;DL 20555,21371,22068 - DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA EXPERIMENTAL DE FUTBOL DE SAN GABRIEL ALTO - VALLECITO;FUTBOL;LIBRO DE CLUBES RDIPD;0926-93-86;178;260-282;;
95;DIRECCION EJECUTIVA;263-DE-IPD-86;1986;30/09/1987;CLUB DEPORTIVO LOS INTIMOS;VILLA MARIA DEL TRIUNFO;LIMA;LIMA;DL 20555,21371,22068 - DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE VILLA MARIA DEL TRIUNFO;FUTBOL;LIBRO DE CLUBES RDIPD;0927-93-86;178;260-282;;
96;DIRECCION EJECUTIVA;264-DE-IPD-86;1986;;FALTANTE;;;;;;;;;;;;;
97;DIRECCION EJECUTIVA;265-DE-IPD-86;1986;30/09/1986;CLUB DEPORTIVO DEFENSOR SAN GABRIEL ATO;VILLA MARIA DEL TRIUNFO;LIMA;LIMA;DL 20555,21371,22068 - DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE SAN GABRIEL ALTO VALLECITO;FUTBOL;LIBRO DE CLUBES RDIPD;0929-93-86;178;260-282;;
98;DIRECCION EJECUTIVA;266-DE-IPD-86;1986;30/09/1986;CLUB DEPORTIVO UNION VALLECITO ALTO;VILLA MARIA DEL TRIUNFO;LIMA;LIMA;DL 20555,21371,22068 - DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE SAN GABRIEL ALTO VALLECITO;FUTBOL;LIBRO DE CLUBES RDIPD;0930-93-86;178;260-282;;
99;DIRECCION EJECUTIVA;267-DE-IPD-86;1986;30/09/1986;CLUB DEPORTIVO SPORT LUIS PARDO;VILLA MARIA DEL TRIUNFO;LIMA;LIMA;DL 20555,21371,22068 - DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA EXPERIMENTAL DE FUTBOL DE SAN GABRIEL ALTO VALLECITO;FUTBOL;LIBRO DE CLUBES RDIPD;0931-94-86;178;260-282;;
100;DIRECCION EJECUTIVA;268-DE-IPD-86;1986;30/09/1986;CLUB DEPORTIVO ORMEÑO;VILLA MARIA DEL TRIUNFO;LIMA;LIMA;DL 20555,21371,22068 - DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE SAN GABRIEL ALTO VALLECITO;FUTBOL;LIBRO DE CLUBES RDIPD;0932-94-86;178;260-282;;
101;DIRECCION EJECUTIVA;269-DE-IPD-86;1986;30/09/1986;CLUB DEPORTIVO UNIVERSITARIO DEL VALLE;VILLA MARIA DEL TRIUNFO;LIMA;LIMA;DL 20555,21371,22068 - DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA EXPERIMENTAL DE FUTBOL DE SAN GABRIEL ALTO VALLECITO;FUTBOL;LIBRO DE CLUBES RDIPD;0933-94-86;178;260-282;;
102;DIRECCION EJECUTIVA;270-DE-IPD-86;1986;S/F;CLUB DEPORTIVO DEFENSOR LIMATAMBO;VILLA MARIA DEL TRIUNFO;LIMA;LIMA;DL 20555,21371,22068 - DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA EXPERIMENTAL DE FUTBOL DE SAN GABRIEL ALTO VALLECITO;FUTBOL;LIBRO DE CLUBES RDIPD;0934-94-86;178;260-282;;
103;DIRECCION EJECUTIVA;271-DE-IPD-86;1986;30/09/1986;CLUB DEPORTIVO SPORTING SAN GABRIEL ALTO;VILLA MARIA DEL TRIUNFO;LIMA;LIMA;DL 20555,21371,22068 - DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA EXPERIMENTAL DE FUTBOL DE SAN GABRIEL ALTO VALLECITO;FUTBOL;LIBRO DE CLUBES RDIPD;0935-94-86;178;260-282;;
104;DIRECCION EJECUTIVA;272-DE-IPD-86;1986;30/09/1986;CLUB DEPORTIVO GONZALES PRADA;VILLA MARIA DEL TRIUNFO;LIMA;LIMA;DL 20555,21371,22068 - DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA EXPERIMENTAL DE FUTBOL DE SAN GABRIEL ALTO VALLECITO;FUTBOL;LIBRO DE CLUBES RDIPD;0936-94-86;178;260-282;;
105;DIRECCION EJECUTIVA;273-DE-IPD-86;1986;30/09/1986;CLUB DEPORTIVO REAL SANTOS;VILLA MARIA DEL TRIUNFO;LIMA;LIMA;DL 20555,21371,22068 - DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA EXPERIMENTAL DE FUTBOL DE SAN GABRIEL ALTO VALLECITO;FUTBOL;LIBRO DE CLUBES RDIPD;0937-94-86;178;260-282;;
106;DIRECCION EJECUTIVA;274-DE-IPD-86;1986;30/09/1986;CLUB DEPORTIVO ONCE ESTRELLAS DEL SUR;VILLA MARIA DEL TRIUNFO;LIMA;LIMA;DL 20555,21371,22068 - DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA EXPERIMENTAL DE FUTBOL DE SAN GABRIEL ALTO VALLECITO;FUTBOL;LIBRO DE CLUBES RDIPD;0938-94-86;178;260-282;;
107;DIRECCION EJECUTIVA;275-DE-IPD-86;1986;30/09/1986;CLUB DEPORTIVO LOS TRAVIESOS;VILLA MARIA DEL TRIUNFO;LIMA;LIMA;DL 20555,21371,22068 - DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA EXPERIMENTAL DE FUTBOL DE SAN GABRIEL ALTO VALLECITO;FUTBOL;LIBRO DE CLUBES RDIPD;0939-94-86;178;260-282;;
108;DIRECCION EJECUTIVA;276-DE-IPD-86;1986;30/09/1986;CLUB DEPORTIVO SPORT PILSEN;VILLA MARIA DEL TRIUNFO;LIMA ;LIMA;DL 20555,21371,22068 - DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE VILLA MARIA DEL TRIUNFO;FUTBOL;LIBRO DE CLUBES RDIPD;0940-94-86;178;260-282;;
109;DIRECCION EJECUTIVA;277-DE-IPD-86;1986;30/09/1986;CLUB DEPORTIVO JORGE CHAVEZ;VILLA MARIA DEL TRIUNFO;LIMA;LIMA;DL 20555,21371,22068 - DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA EXPERIMENTAL DE SAN GABRIEL ALTO VALLECITO;FUTBOL;LIBRO DE CLUBES RDIPD;0941-95-86;178;260-282;;
110;DIRECCION EJECUTIVA;278-DE-IPD-86;1986;30/09/1986;CLUB DEPORTIVO VECINOS Y AMIGOS;VILLA MARIA DEL TRIUNFO;LIMA;LIMA;DL 20555,21371,22068 - DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGAS DISTRITALES DE FUTBOL Y VOLEIBOL DE VILLA MARIA DEL TRIUNFO;FUTBOL Y VOLEIBOL;LIBRO DE CLUBES RDIPD;0942-95-86;178;260-282;;
111;DIRECCION EJECUTIVA;279-DE-IPD-86;1986;30/09/1986;CLUB DEPORTIVO LOS HALCONES;VILLA MARIA DEL TRIUNFO;LIMA;LIMA;DL 20555,21371,22068 - DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA EXPERIMENTAL DE FUTBOL DE SAN GABRIEL ALTO VALLECITO;FUTBOL;LIBRO DE CLUBES RDIPD;0943-95-86;178;260-282;;
112;DIRECCION EJECUTIVA;280-DE-IPD-86;1986;30/09/1986;CLUB DEPORTIVO ATLETICO LATINO;SAN BORJA;LIMA;LIMA;DL 20555,21371,22068 - DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;FEDERACION PERUANA DE FUTBOL;FUTBOL;LIBRO DE CLUBES RDIPD;0944-95-86;178;260-282;;
113;DIRECCION EJECUTIVA;281-DE-IPD-86;1986;30/09/1986;CLUB DEPORTIVO ECUESTRE MAFALDA;VILLA MARIA DEL TRIUNFO;LIMA;LIMA;DL 20555,21371,22068 - DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;FEDERACION PERUANA DE DEPORTES ECUESTRES;ECUESTRE;LIBRO DE CLUBES RDIPD;0945-95-86;178;260-282;;
114;DIRECCION EJECUTIVA;282-DE-IPD-86;1986;30/09/1986;CLUB DEPORTIVO ASOCIACION LOS INKAS COUNTRY CLUB;SANTIAGO DE SURCO;LIMA;LIMA;DL 20555,21371,22068 - DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;FEDERACION PERUANA DE GOLF, LIGA PROVINCIAL DE TENIS DE LIMA Y COMISION NACIONAL DE PALETA DE FRONTON;GOLF,TENIS Y PALETA DE FRONTON;LIBRO DE CLUBES RDIPD;0946-95-86;178;260-282;;
115;RENADE;001-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO LAWN TENNIS DE LA EXPOSICION;JESUS MARIA;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;FEDERACION PERUANA DE TENIS, ASOCIACION DEPORTIVA DE FUTBOL PROFESIONAL - SEGUNDA DIVISION, COMISION NACIONAL DE BADMINTON DEL PERU, LIGA DE FUTBOL DE JESUS MARIA, FEDERACION PERUANA DE SQUASH RACKET, COMISION NACIONAL DE PALETA FRONTON Y FEDERACION PERUANA DE ESGRIMA;FUTBOL, TENIS, BADMINTON, SQUASH RACKET, PALETA FRONTON Y ESGRIMA;LIBRO DE CLUBES RDIPD;0001-01-86;173;001-035;;
116;RENADE;002-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO SANTOYO;EL AGUSTINO;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DE FUTBOL DE EL AGUSTINO;FUTBOL;LIBRO DE CLUBES RDIPD;0002-01-86;173;001-035;;
117;RENADE;003-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO ONCE ESTRELLAS EL ERMITAÑO;INDEPENDENCIA;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE INDEPENDENCIA;FUTBOL;LIBRO DE CLUBES RDIPD;0003-01-86;173;001-035;;
118;RENADE;004-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO NACIONAL;EL AGUSTINO;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DE FUTBOL DE EL AGUSTINO;FUTBOL;LIBRO DE CLUBES RDIPD;0004-01-86;173;001-035;;
119;RENADE;005-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO DE BRIDGE DEL PERU;SAN ISIDRO;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;COMISION NACIONAL DE BRIDGE;BRIDGE;LIBRO DE CLUBES RDIPD;0005-01-86;173;001-035;;
120;RENADE;006-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO JUVENTUD ESTRELLA SANTO TORIBIO;MAGDALENA DEL MAR;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE MAGDALENA DEL MAR;FUTBOL;LIBRO DE CLUBES RDIPD;0006-01-86;173;001-035;;
121;RENADE;007-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO JUVENTUD PROGRESO;EL AGUSTINO;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DE FUTBOL DE EL AGUSTINO;FUTBOL;LIBRO DE CLUBES RDIPD;0007-01-86;173;001-035;;
122;RENADE;008-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO SOCIAL SPORT AGUSTINO;EL AGUSTINO;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DE FUTBOL DE EL AGUSTINO;FUTBOL;LIBRO DE CLUBES RDIPD;0008-01-86;173;001-035;;
123;RENADE;009-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO UNIVERSITARIO DE DEPORTES;LIMA;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;FEDERACION PERUANA DE BASKETBALL Y ASOCIACION DE FUTBOL PROFESIONAL;FUTBOL Y BASKETBALL;LIBRO DE CLUBES RDIPD;0009-01-86;173;001-035;;
124;RENADE;010-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO ATLETICO MONTERRICO;SANTIAGO DE SURCO;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DE ATLETISMO DE SURCO;ATLETISMO;LIBRO DE CLUBES RDIPD;0010-01-86;173;001-035;;
125;RENADE;011-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO SOCIAL RELAMPAGO LOMBARDI SAN CAYETANO;EL AGUSTINO;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DE FUTBOL DE EL AGUSTINO;FUTBOL;LIBRO DE CLUBES RDIPD;0011-02-86;173;001-035;;
126;RENADE;012-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO INTIMOS DE SANTOYO;EL AGUSTINO;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DE FUTBOL DE EL AGUSTINO;FUTBOL;LIBRO DE CLUBES RDIPD;0012-02-86;173;001-035;;
127;RENADE;013-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO JUVENTUS;VILLA EL SALVADOR;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE VILLA EL SALVADOR;FUTBOL;LIBRO DE CLUBES RDIPD;0013-02-86;173;001-035;;
128;RENADE;014-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO ANGELES DE CERRO AZUL;EL AGUSTINO;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DE FUTBOL DE EL AGUSTINO;FUTBOL;LIBRO DE CLUBES RDIPD;0014-02-86;173;001-035;;
129;RENADE;015-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO INDEPENDIENTE ASOCIADOS;VILLA EL SALVADOR;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE VILLA EL SALVADOR;FUTBOL;LIBRO DE CLUBES RDIPD;0015-02-86;173;001-035;;
130;RENADE;016-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO LOS ASES DEL PROGRESO;CARABAYLLO;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE VOLEIBOL DE CARABAYLLO;VOLEIBOL;LIBRO DE CLUBES RDIPD;0016-02-86;173;001-035;;
131;RENADE;017-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO JUVENTUD QUICHES;EL AGUSTINO;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DE FUTBOL DE EL AGUSTINO;FUTBOL;LIBRO DE CLUBES RDIPD;0017-02-86;173;001-035;;
132;RENADE;018-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO ASOCIACION CIVIL Y DEPORTIVA SPORTING CRISTAL;RIMAC;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;FEDERACION PERUANA DE BOCHAS Y FEDERACION PERUANA DE FUTBOL;BOCHAS Y FUTBOL;LIBRO DE CLUBES RDIPD;0018-02-86;173;001-035;;
133;RENADE;019-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO RACING;CERCADO DE LIMA;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DEL CERCADO DE LIMA;FUTBOL;LIBRO DE CLUBES RDIPD;0019-02-86;173;001-035;;
134;RENADE;020-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO CULTURAL SOCIAL SAN FELIPE;CARABAYLLO;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE VOLEIBOL Y LIGA DE FUTBOL DE CARABAYLLO;FUTBOL Y VOLEIBOL;LIBRO DE CLUBES RDIPD;0020-02-86;173;001-035;;
135;RENADE;021-DINADAF-RD-86;1986;15/06/1986;CLUB DEPORTIVO DEFENSOR MARANGA;SAN MIGUEL;LIMA;LIMA;DL 328 Y REG - DS 07-86-ED;INSCRIPCION PRIMIGENIA;LIGA DISTRITAL DE FUTBOL DE SAN MIGUEL;FUTBOL;LIBRO DE CLUBES RDIPD;0021-03-86;173;001-035;;
